image_id,domain,split,image_path
2013-12-05 00_11_10,B (Winter),test,testB/2013-12-05 00_11_10.jpg
2013-12-05 01_22_12,B (Winter),train,trainB/2013-12-05 01_22_12.jpg
2013-12-07 16_54_52,B (Winter),train,trainB/2013-12-07 16_54_52.jpg
2013-12-08 00_17_39,B (Winter),train,trainB/2013-12-08 00_17_39.jpg
2013-12-08 13_28_08,B (Winter),train,trainB/2013-12-08 13_28_08.jpg
2013-12-08 16_29_15,B (Winter),train,trainB/2013-12-08 16_29_15.jpg
2013-12-08 23_03_21,B (Winter),test,testB/2013-12-08 23_03_21.jpg
2013-12-09 12_08_26,B (Winter),train,trainB/2013-12-09 12_08_26.jpg
2013-12-10 11_51_19,B (Winter),train,trainB/2013-12-10 11_51_19.jpg
2013-12-10 22_07_11,B (Winter),test,testB/2013-12-10 22_07_11.jpg
2013-12-11 00_15_43,B (Winter),train,trainB/2013-12-11 00_15_43.jpg
2013-12-11 12_55_27,B (Winter),train,trainB/2013-12-11 12_55_27.jpg
2013-12-13 09_24_54,B (Winter),train,trainB/2013-12-13 09_24_54.jpg
2013-12-14 08_13_46,B (Winter),train,trainB/2013-12-14 08_13_46.jpg
2013-12-15 16_33_12,B (Winter),train,trainB/2013-12-15 16_33_12.jpg
2013-12-16 12_18_16,B (Winter),train,trainB/2013-12-16 12_18_16.jpg
2013-12-17 03_33_45,B (Winter),train,trainB/2013-12-17 03_33_45.jpg
2013-12-17 21_37_45,B (Winter),train,trainB/2013-12-17 21_37_45.jpg
2013-12-18 14_15_48,B (Winter),train,trainB/2013-12-18 14_15_48.jpg
2013-12-18 18_40_33,B (Winter),train,trainB/2013-12-18 18_40_33.jpg
2013-12-19 20_19_02,B (Winter),train,trainB/2013-12-19 20_19_02.jpg
2013-12-21 02_17_37,B (Winter),train,trainB/2013-12-21 02_17_37.jpg
2013-12-23 13_32_58,B (Winter),train,trainB/2013-12-23 13_32_58.jpg
2013-12-23 16_16_01,B (Winter),test,testB/2013-12-23 16_16_01.jpg
2013-12-23 18_52_12,B (Winter),train,trainB/2013-12-23 18_52_12.jpg
2013-12-23 20_34_17,B (Winter),train,trainB/2013-12-23 20_34_17.jpg
2013-12-23 22_47_39,B (Winter),train,trainB/2013-12-23 22_47_39.jpg
2013-12-24 03_44_16,B (Winter),train,trainB/2013-12-24 03_44_16.jpg
2013-12-24 09_42_43,B (Winter),train,trainB/2013-12-24 09_42_43.jpg
2013-12-24 14_03_55,B (Winter),train,trainB/2013-12-24 14_03_55.jpg
2013-12-24 17_54_21,B (Winter),test,testB/2013-12-24 17_54_21.jpg
2013-12-24 23_59_56,B (Winter),train,trainB/2013-12-24 23_59_56.jpg
2013-12-25 16_45_56,B (Winter),train,trainB/2013-12-25 16_45_56.jpg
2013-12-25 17_26_15,B (Winter),train,trainB/2013-12-25 17_26_15.jpg
2013-12-26 08_50_38,B (Winter),train,trainB/2013-12-26 08_50_38.jpg
2013-12-26 23_17_26,B (Winter),train,trainB/2013-12-26 23_17_26.jpg
2013-12-27 18_29_47,B (Winter),train,trainB/2013-12-27 18_29_47.jpg
2013-12-28 14_46_00,B (Winter),test,testB/2013-12-28 14_46_00.jpg
2013-12-28 18_04_16,B (Winter),train,trainB/2013-12-28 18_04_16.jpg
2013-12-29 05_16_45,B (Winter),train,trainB/2013-12-29 05_16_45.jpg
2013-12-29 13_30_39,B (Winter),train,trainB/2013-12-29 13_30_39.jpg
2013-12-29 16_51_55,B (Winter),train,trainB/2013-12-29 16_51_55.jpg
2013-12-30 08_43_43,B (Winter),train,trainB/2013-12-30 08_43_43.jpg
2013-12-30 12_27_23,B (Winter),train,trainB/2013-12-30 12_27_23.jpg
2013-12-30 14_15_40,B (Winter),test,testB/2013-12-30 14_15_40.jpg
2013-12-30 14_18_53,B (Winter),train,trainB/2013-12-30 14_18_53.jpg
2013-12-30 16_58_49,B (Winter),train,trainB/2013-12-30 16_58_49.jpg
2013-12-30 17_56_07,B (Winter),train,trainB/2013-12-30 17_56_07.jpg
2014-01-01 00_00_00,B (Winter),test,testB/2014-01-01 00_00_00.jpg
2014-01-01 00_59_31,B (Winter),test,testB/2014-01-01 00_59_31.jpg
2014-01-01 11_35_57,B (Winter),train,trainB/2014-01-01 11_35_57.jpg
2014-01-01 16_56_25,B (Winter),train,trainB/2014-01-01 16_56_25.jpg
2014-01-02 15_02_46,B (Winter),train,trainB/2014-01-02 15_02_46.jpg
2014-01-03 18_37_08,B (Winter),train,trainB/2014-01-03 18_37_08.jpg
2014-01-04 12_56_39,B (Winter),train,trainB/2014-01-04 12_56_39.jpg
2014-01-05 04_46_26,B (Winter),train,trainB/2014-01-05 04_46_26.jpg
2014-01-05 19_20_13,B (Winter),train,trainB/2014-01-05 19_20_13.jpg
2014-01-06 04_55_23,A (Summer),train,trainA/2014-01-06 04_55_23.jpg
2014-01-06 13_24_24,B (Winter),train,trainB/2014-01-06 13_24_24.jpg
2014-01-06 21_26_48,B (Winter),train,trainB/2014-01-06 21_26_48.jpg
2014-01-06 21_46_17,B (Winter),train,trainB/2014-01-06 21_46_17.jpg
2014-01-06 22_36_57,B (Winter),train,trainB/2014-01-06 22_36_57.jpg
2014-01-07 15_20_58,B (Winter),train,trainB/2014-01-07 15_20_58.jpg
2014-01-09 12_22_15,B (Winter),train,trainB/2014-01-09 12_22_15.jpg
2014-01-09 12_33_30,B (Winter),test,testB/2014-01-09 12_33_30.jpg
2014-01-09 17_05_34,B (Winter),train,trainB/2014-01-09 17_05_34.jpg
2014-01-09 18_18_37,B (Winter),train,trainB/2014-01-09 18_18_37.jpg
2014-01-10 19_18_22,B (Winter),train,trainB/2014-01-10 19_18_22.jpg
2014-01-11 13_01_47,A (Summer),train,trainA/2014-01-11 13_01_47.jpg
2014-01-11 14_32_27,B (Winter),train,trainB/2014-01-11 14_32_27.jpg
2014-01-11 16_27_47,B (Winter),train,trainB/2014-01-11 16_27_47.jpg
2014-01-12 14_57_30,B (Winter),test,testB/2014-01-12 14_57_30.jpg
2014-01-12 17_29_04,B (Winter),train,trainB/2014-01-12 17_29_04.jpg
2014-01-12 18_01_57,B (Winter),train,trainB/2014-01-12 18_01_57.jpg
2014-01-13 10_57_19,A (Summer),train,trainA/2014-01-13 10_57_19.jpg
2014-01-14 18_17_26,B (Winter),train,trainB/2014-01-14 18_17_26.jpg
2014-01-14 22_15_17,A (Summer),train,trainA/2014-01-14 22_15_17.jpg
2014-01-16 11_03_38,B (Winter),train,trainB/2014-01-16 11_03_38.jpg
2014-01-16 11_38_23,B (Winter),train,trainB/2014-01-16 11_38_23.jpg
2014-01-17 21_39_00,B (Winter),test,testB/2014-01-17 21_39_00.jpg
2014-01-18 12_22_19,B (Winter),train,trainB/2014-01-18 12_22_19.jpg
2014-01-18 17_52_52,B (Winter),train,trainB/2014-01-18 17_52_52.jpg
2014-01-20 21_21_02,B (Winter),train,trainB/2014-01-20 21_21_02.jpg
2014-01-21 05_13_00,B (Winter),test,testB/2014-01-21 05_13_00.jpg
2014-01-23 08_02_11,B (Winter),test,testB/2014-01-23 08_02_11.jpg
2014-01-24 00_18_52,B (Winter),train,trainB/2014-01-24 00_18_52.jpg
2014-01-24 10_11_46,B (Winter),train,trainB/2014-01-24 10_11_46.jpg
2014-01-25 18_15_36,B (Winter),train,trainB/2014-01-25 18_15_36.jpg
2014-01-26 16_41_59,B (Winter),train,trainB/2014-01-26 16_41_59.jpg
2014-01-26 23_36_58,B (Winter),train,trainB/2014-01-26 23_36_58.jpg
2014-01-29 13_20_43,A (Summer),train,trainA/2014-01-29 13_20_43.jpg
2014-01-30 19_00_28,B (Winter),train,trainB/2014-01-30 19_00_28.jpg
2014-01-31 01_59_08,B (Winter),train,trainB/2014-01-31 01_59_08.jpg
2014-01-31 02_02_09,B (Winter),train,trainB/2014-01-31 02_02_09.jpg
2014-01-31 09_54_59,B (Winter),train,trainB/2014-01-31 09_54_59.jpg
2014-01-31 11_59_28,B (Winter),train,trainB/2014-01-31 11_59_28.jpg
2014-02-02 01_53_24,B (Winter),train,trainB/2014-02-02 01_53_24.jpg
2014-02-05 14_41_09,B (Winter),train,trainB/2014-02-05 14_41_09.jpg
2014-02-11 12_41_24,B (Winter),train,trainB/2014-02-11 12_41_24.jpg
2014-02-12 14_47_42,B (Winter),train,trainB/2014-02-12 14_47_42.jpg
2014-02-13 17_42_34,B (Winter),train,trainB/2014-02-13 17_42_34.jpg
2014-02-14 09_28_41,B (Winter),test,testB/2014-02-14 09_28_41.jpg
2014-02-14 09_28_41,B (Winter),test,testB/2014-02-14 09_28_41.jpg
2014-02-14 11_13_54,B (Winter),train,trainB/2014-02-14 11_13_54.jpg
2014-02-16 03_34_00,B (Winter),test,testB/2014-02-16 03_34_00.jpg
2014-02-17 14_42_59,B (Winter),train,trainB/2014-02-17 14_42_59.jpg
2014-02-17 21_04_38,B (Winter),train,trainB/2014-02-17 21_04_38.jpg
2014-02-18 07_04_37,B (Winter),train,trainB/2014-02-18 07_04_37.jpg
2014-02-18 20_32_23,B (Winter),train,trainB/2014-02-18 20_32_23.jpg
2014-02-18 21_24_07,B (Winter),train,trainB/2014-02-18 21_24_07.jpg
2014-02-22 18_19_36,B (Winter),train,trainB/2014-02-22 18_19_36.jpg
2014-02-23 19_52_22,B (Winter),train,trainB/2014-02-23 19_52_22.jpg
2014-02-23 20_36_18,B (Winter),train,trainB/2014-02-23 20_36_18.jpg
2014-02-23 22_43_14,B (Winter),train,trainB/2014-02-23 22_43_14.jpg
2014-02-25 00_58_35,B (Winter),train,trainB/2014-02-25 00_58_35.jpg
2014-02-27 15_55_13,B (Winter),train,trainB/2014-02-27 15_55_13.jpg
2014-03-07 10_28_12,B (Winter),train,trainB/2014-03-07 10_28_12.jpg
2014-03-08 12_26_51,B (Winter),test,testB/2014-03-08 12_26_51.jpg
2014-03-10 15_54_20,B (Winter),test,testB/2014-03-10 15_54_20.jpg
2014-03-12 15_29_09,B (Winter),train,trainB/2014-03-12 15_29_09.jpg
2014-03-15 16_54_44,B (Winter),train,trainB/2014-03-15 16_54_44.jpg
2014-03-18 23_45_33,B (Winter),train,trainB/2014-03-18 23_45_33.jpg
2014-03-26 08_00_41,B (Winter),test,testB/2014-03-26 08_00_41.jpg
2014-03-26 08_19_02,B (Winter),train,trainB/2014-03-26 08_19_02.jpg
2014-04-03 14_03_53,B (Winter),train,trainB/2014-04-03 14_03_53.jpg
2014-04-04 10_50_01,B (Winter),test,testB/2014-04-04 10_50_01.jpg
2014-04-10 17_30_05,B (Winter),train,trainB/2014-04-10 17_30_05.jpg
2014-04-11 18_23_27,B (Winter),train,trainB/2014-04-11 18_23_27.jpg
2014-04-14 21_01_38,B (Winter),train,trainB/2014-04-14 21_01_38.jpg
2014-04-15 14_56_44,A (Summer),train,trainA/2014-04-15 14_56_44.jpg
2014-04-17 18_55_17,B (Winter),train,trainB/2014-04-17 18_55_17.jpg
2014-04-20 17_47_15,B (Winter),train,trainB/2014-04-20 17_47_15.jpg
2014-04-22 12_45_16,B (Winter),train,trainB/2014-04-22 12_45_16.jpg
2014-04-24 11_56_43,A (Summer),train,trainA/2014-04-24 11_56_43.jpg
2014-04-30 14_56_37,B (Winter),train,trainB/2014-04-30 14_56_37.jpg
2014-05-03 05_18_03,B (Winter),train,trainB/2014-05-03 05_18_03.jpg
2014-05-13 02_35_47,A (Summer),train,trainA/2014-05-13 02_35_47.jpg
2014-05-13 21_38_13,A (Summer),train,trainA/2014-05-13 21_38_13.jpg
2014-05-17 08_41_03,A (Summer),train,trainA/2014-05-17 08_41_03.jpg
2014-05-17 19_04_23,A (Summer),train,trainA/2014-05-17 19_04_23.jpg
2014-05-18 10_31_20,B (Winter),test,testB/2014-05-18 10_31_20.jpg
2014-05-18 22_36_16,B (Winter),train,trainB/2014-05-18 22_36_16.jpg
2014-05-19 03_02_45,A (Summer),train,trainA/2014-05-19 03_02_45.jpg
2014-05-19 05_07_21,B (Winter),test,testB/2014-05-19 05_07_21.jpg
2014-05-22 22_17_31,B (Winter),test,testB/2014-05-22 22_17_31.jpg
2014-05-24 03_00_10,B (Winter),test,testB/2014-05-24 03_00_10.jpg
2014-05-25 08_27_07,A (Summer),train,trainA/2014-05-25 08_27_07.jpg
2014-05-25 19_20_18,A (Summer),train,trainA/2014-05-25 19_20_18.jpg
2014-05-26 00_07_22,A (Summer),train,trainA/2014-05-26 00_07_22.jpg
2014-05-26 10_30_36,A (Summer),train,trainA/2014-05-26 10_30_36.jpg
2014-05-26 15_49_38,A (Summer),train,trainA/2014-05-26 15_49_38.jpg
2014-05-28 19_31_45,B (Winter),train,trainB/2014-05-28 19_31_45.jpg
2014-05-28 20_44_39,A (Summer),train,trainA/2014-05-28 20_44_39.jpg
2014-05-29 22_50_45,A (Summer),train,trainA/2014-05-29 22_50_45.jpg
2014-05-30 09_18_06,B (Winter),train,trainB/2014-05-30 09_18_06.jpg
2014-05-31 14_18_03,A (Summer),train,trainA/2014-05-31 14_18_03.jpg
2014-06-01 11_38_24,A (Summer),train,trainA/2014-06-01 11_38_24.jpg
2014-06-05 13_29_38,A (Summer),train,trainA/2014-06-05 13_29_38.jpg
2014-06-06 00_06_00,B (Winter),test,testB/2014-06-06 00_06_00.jpg
2014-06-06 14_33_49,A (Summer),train,trainA/2014-06-06 14_33_49.jpg
2014-06-07 01_21_41,B (Winter),test,testB/2014-06-07 01_21_41.jpg
2014-06-07 02_12_44,A (Summer),train,trainA/2014-06-07 02_12_44.jpg
2014-06-08 19_30_06,A (Summer),train,trainA/2014-06-08 19_30_06.jpg
2014-06-09 19_04_14,A (Summer),train,trainA/2014-06-09 19_04_14.jpg
2014-06-10 09_11_47,A (Summer),train,trainA/2014-06-10 09_11_47.jpg
2014-06-10 12_07_53,B (Winter),train,trainB/2014-06-10 12_07_53.jpg
2014-06-10 22_06_03,A (Summer),train,trainA/2014-06-10 22_06_03.jpg
2014-06-11 18_48_02,A (Summer),train,trainA/2014-06-11 18_48_02.jpg
2014-06-12 23_24_26,A (Summer),train,trainA/2014-06-12 23_24_26.jpg
2014-06-13 11_33_39,A (Summer),train,trainA/2014-06-13 11_33_39.jpg
2014-06-13 22_42_07,A (Summer),train,trainA/2014-06-13 22_42_07.jpg
2014-06-15 18_37_36,A (Summer),train,trainA/2014-06-15 18_37_36.jpg
2014-06-16 16_21_55,A (Summer),train,trainA/2014-06-16 16_21_55.jpg
2014-06-16 20_08_44,A (Summer),train,trainA/2014-06-16 20_08_44.jpg
2014-06-18 22_01_16,B (Winter),train,trainB/2014-06-18 22_01_16.jpg
2014-06-19 17_34_38,A (Summer),train,trainA/2014-06-19 17_34_38.jpg
2014-06-19 20_24_55,A (Summer),train,trainA/2014-06-19 20_24_55.jpg
2014-06-19 22_33_37,A (Summer),train,trainA/2014-06-19 22_33_37.jpg
2014-06-21 19_32_04,A (Summer),train,trainA/2014-06-21 19_32_04.jpg
2014-06-22 05_13_48,A (Summer),train,trainA/2014-06-22 05_13_48.jpg
2014-06-23 03_22_38,A (Summer),train,trainA/2014-06-23 03_22_38.jpg
2014-06-23 21_17_12,A (Summer),train,trainA/2014-06-23 21_17_12.jpg
2014-06-26 09_07_32,A (Summer),train,trainA/2014-06-26 09_07_32.jpg
2014-06-26 18_06_43,A (Summer),train,trainA/2014-06-26 18_06_43.jpg
2014-06-26 22_14_05,A (Summer),train,trainA/2014-06-26 22_14_05.jpg
2014-06-27 20_22_16,A (Summer),train,trainA/2014-06-27 20_22_16.jpg
2014-06-29 17_17_01,B (Winter),test,testB/2014-06-29 17_17_01.jpg
2014-06-29 20_48_09,A (Summer),train,trainA/2014-06-29 20_48_09.jpg
2014-06-30 04_40_25,A (Summer),train,trainA/2014-06-30 04_40_25.jpg
2014-06-30 18_33_25,A (Summer),train,trainA/2014-06-30 18_33_25.jpg
2014-06-30 18_59_03,A (Summer),train,trainA/2014-06-30 18_59_03.jpg
2014-07-01 00_00_00,B (Winter),test,testB/2014-07-01 00_00_00.jpg
2014-07-01 04_34_44,A (Summer),train,trainA/2014-07-01 04_34_44.jpg
2014-07-01 10_31_48,A (Summer),train,trainA/2014-07-01 10_31_48.jpg
2014-07-01 14_34_31,B (Winter),test,testB/2014-07-01 14_34_31.jpg
2014-07-01 18_13_17,A (Summer),train,trainA/2014-07-01 18_13_17.jpg
2014-07-01 23_36_11,B (Winter),test,testB/2014-07-01 23_36_11.jpg
2014-07-02 12_16_14,A (Summer),train,trainA/2014-07-02 12_16_14.jpg
2014-07-02 16_24_24,A (Summer),train,trainA/2014-07-02 16_24_24.jpg
2014-07-02 23_11_19,A (Summer),train,trainA/2014-07-02 23_11_19.jpg
2014-07-03 09_48_35,A (Summer),train,trainA/2014-07-03 09_48_35.jpg
2014-07-04 02_24_09,A (Summer),train,trainA/2014-07-04 02_24_09.jpg
2014-07-05 02_00_53,A (Summer),train,trainA/2014-07-05 02_00_53.jpg
2014-07-05 16_01_49,A (Summer),train,trainA/2014-07-05 16_01_49.jpg
2014-07-05 20_05_04,A (Summer),train,trainA/2014-07-05 20_05_04.jpg
2014-07-05 20_12_01,B (Winter),test,testB/2014-07-05 20_12_01.jpg
2014-07-05 20_15_00,B (Winter),test,testB/2014-07-05 20_15_00.jpg
2014-07-06 10_36_51,B (Winter),test,testB/2014-07-06 10_36_51.jpg
2014-07-06 18_53_19,A (Summer),train,trainA/2014-07-06 18_53_19.jpg
2014-07-07 16_21_42,B (Winter),train,trainB/2014-07-07 16_21_42.jpg
2014-07-07 17_22_03,A (Summer),train,trainA/2014-07-07 17_22_03.jpg
2014-07-07 18_00_52,A (Summer),train,trainA/2014-07-07 18_00_52.jpg
2014-07-08 15_50_42,A (Summer),train,trainA/2014-07-08 15_50_42.jpg
2014-07-08 21_55_29,A (Summer),train,trainA/2014-07-08 21_55_29.jpg
2014-07-10 17_38_57,A (Summer),train,trainA/2014-07-10 17_38_57.jpg
2014-07-11 20_16_56,A (Summer),train,trainA/2014-07-11 20_16_56.jpg
2014-07-13 01_12_07,A (Summer),train,trainA/2014-07-13 01_12_07.jpg
2014-07-13 08_04_38,B (Winter),train,trainB/2014-07-13 08_04_38.jpg
2014-07-14 05_30_04,A (Summer),train,trainA/2014-07-14 05_30_04.jpg
2014-07-14 19_49_41,B (Winter),test,testB/2014-07-14 19_49_41.jpg
2014-07-14 20_17_08,A (Summer),train,trainA/2014-07-14 20_17_08.jpg
2014-07-14 20_31_27,A (Summer),train,trainA/2014-07-14 20_31_27.jpg
2014-07-14 22_37_58,A (Summer),train,trainA/2014-07-14 22_37_58.jpg
2014-07-15 05_01_27,A (Summer),train,trainA/2014-07-15 05_01_27.jpg
2014-07-15 12_17_14,A (Summer),train,trainA/2014-07-15 12_17_14.jpg
2014-07-15 16_44_47,A (Summer),train,trainA/2014-07-15 16_44_47.jpg
2014-07-15 18_31_18,A (Summer),train,trainA/2014-07-15 18_31_18.jpg
2014-07-16 17_57_19,B (Winter),train,trainB/2014-07-16 17_57_19.jpg
2014-07-16 23_53_07,A (Summer),train,trainA/2014-07-16 23_53_07.jpg
2014-07-17 21_34_08,A (Summer),train,trainA/2014-07-17 21_34_08.jpg
2014-07-18 03_58_31,B (Winter),test,testB/2014-07-18 03_58_31.jpg
2014-07-18 21_27_23,B (Winter),train,trainB/2014-07-18 21_27_23.jpg
2014-07-19 04_26_01,B (Winter),test,testB/2014-07-19 04_26_01.jpg
2014-07-19 10_15_07,A (Summer),train,trainA/2014-07-19 10_15_07.jpg
2014-07-19 16_10_10,B (Winter),test,testB/2014-07-19 16_10_10.jpg
2014-07-19 17_48_21,B (Winter),test,testB/2014-07-19 17_48_21.jpg
2014-07-20 20_12_39,A (Summer),train,trainA/2014-07-20 20_12_39.jpg
2014-07-22 03_16_24,A (Summer),train,trainA/2014-07-22 03_16_24.jpg
2014-07-22 08_48_36,A (Summer),train,trainA/2014-07-22 08_48_36.jpg
2014-07-22 10_53_06,B (Winter),train,trainB/2014-07-22 10_53_06.jpg
2014-07-25 23_34_07,A (Summer),train,trainA/2014-07-25 23_34_07.jpg
2014-07-26 12_59_48,A (Summer),train,trainA/2014-07-26 12_59_48.jpg
2014-07-26 18_44_44,A (Summer),train,trainA/2014-07-26 18_44_44.jpg
2014-07-26 19_45_59,A (Summer),train,trainA/2014-07-26 19_45_59.jpg
2014-07-26 23_22_25,A (Summer),train,trainA/2014-07-26 23_22_25.jpg
2014-07-27 21_50_52,A (Summer),train,trainA/2014-07-27 21_50_52.jpg
2014-07-29 22_35_43,A (Summer),train,trainA/2014-07-29 22_35_43.jpg
2014-07-30 12_19_17,A (Summer),train,trainA/2014-07-30 12_19_17.jpg
2014-07-30 22_20_53,A (Summer),train,trainA/2014-07-30 22_20_53.jpg
2014-07-31 15_30_42,A (Summer),train,trainA/2014-07-31 15_30_42.jpg
2014-07-31 15_47_30,B (Winter),test,testB/2014-07-31 15_47_30.jpg
2014-07-31 21_00_39,A (Summer),train,trainA/2014-07-31 21_00_39.jpg
2014-07-31 22_48_41,B (Winter),test,testB/2014-07-31 22_48_41.jpg
2014-07-31 22_54_37,A (Summer),train,trainA/2014-07-31 22_54_37.jpg
2014-08-01 16_35_05,A (Summer),train,trainA/2014-08-01 16_35_05.jpg
2014-08-01 18_31_55,A (Summer),train,trainA/2014-08-01 18_31_55.jpg
2014-08-01 19_17_15,A (Summer),train,trainA/2014-08-01 19_17_15.jpg
2014-08-03 15_50_04,A (Summer),train,trainA/2014-08-03 15_50_04.jpg
2014-08-04 16_44_48,B (Winter),train,trainB/2014-08-04 16_44_48.jpg
2014-08-04 17_16_12,A (Summer),train,trainA/2014-08-04 17_16_12.jpg
2014-08-06 10_17_18,A (Summer),train,trainA/2014-08-06 10_17_18.jpg
2014-08-07 23_36_25,A (Summer),train,trainA/2014-08-07 23_36_25.jpg
2014-08-08 02_11_41,B (Winter),test,testB/2014-08-08 02_11_41.jpg
2014-08-08 04_28_48,A (Summer),train,trainA/2014-08-08 04_28_48.jpg
2014-08-08 13_31_55,A (Summer),train,trainA/2014-08-08 13_31_55.jpg
2014-08-09 00_50_17,A (Summer),train,trainA/2014-08-09 00_50_17.jpg
2014-08-09 13_49_58,A (Summer),train,trainA/2014-08-09 13_49_58.jpg
2014-08-09 18_26_40,B (Winter),test,testB/2014-08-09 18_26_40.jpg
2014-08-09 19_07_08,A (Summer),train,trainA/2014-08-09 19_07_08.jpg
2014-08-10 10_14_59,A (Summer),train,trainA/2014-08-10 10_14_59.jpg
2014-08-10 15_06_55,A (Summer),train,trainA/2014-08-10 15_06_55.jpg
2014-08-12 11_31_02,A (Summer),train,trainA/2014-08-12 11_31_02.jpg
2014-08-12 11_38_42,A (Summer),train,trainA/2014-08-12 11_38_42.jpg
2014-08-12 20_03_01,B (Winter),test,testB/2014-08-12 20_03_01.jpg
2014-08-12 20_08_27,A (Summer),train,trainA/2014-08-12 20_08_27.jpg
2014-08-13 03_39_02,A (Summer),train,trainA/2014-08-13 03_39_02.jpg
2014-08-13 10_18_28,A (Summer),train,trainA/2014-08-13 10_18_28.jpg
2014-08-13 21_23_53,A (Summer),train,trainA/2014-08-13 21_23_53.jpg
2014-08-13 22_02_31,B (Winter),test,testB/2014-08-13 22_02_31.jpg
2014-08-13 22_04_22,A (Summer),train,trainA/2014-08-13 22_04_22.jpg
2014-08-16 02_15_36,A (Summer),train,trainA/2014-08-16 02_15_36.jpg
2014-08-16 05_23_42,A (Summer),train,trainA/2014-08-16 05_23_42.jpg
2014-08-16 07_43_23,A (Summer),train,trainA/2014-08-16 07_43_23.jpg
2014-08-16 15_10_04,A (Summer),train,trainA/2014-08-16 15_10_04.jpg
2014-08-16 19_59_37,A (Summer),train,trainA/2014-08-16 19_59_37.jpg
2014-08-16 22_08_28,A (Summer),train,trainA/2014-08-16 22_08_28.jpg
2014-08-16 22_23_26,A (Summer),train,trainA/2014-08-16 22_23_26.jpg
2014-08-17 03_09_49,A (Summer),train,trainA/2014-08-17 03_09_49.jpg
2014-08-17 07_22_51,B (Winter),test,testB/2014-08-17 07_22_51.jpg
2014-08-17 10_47_45,A (Summer),train,trainA/2014-08-17 10_47_45.jpg
2014-08-17 12_10_02,A (Summer),train,trainA/2014-08-17 12_10_02.jpg
2014-08-18 23_14_07,A (Summer),train,trainA/2014-08-18 23_14_07.jpg
2014-08-19 00_01_21,B (Winter),test,testB/2014-08-19 00_01_21.jpg
2014-08-19 03_20_14,A (Summer),train,trainA/2014-08-19 03_20_14.jpg
2014-08-19 08_05_29,A (Summer),train,trainA/2014-08-19 08_05_29.jpg
2014-08-20 18_23_03,A (Summer),train,trainA/2014-08-20 18_23_03.jpg
2014-08-22 14_36_06,A (Summer),train,trainA/2014-08-22 14_36_06.jpg
2014-08-22 19_38_17,A (Summer),train,trainA/2014-08-22 19_38_17.jpg
2014-08-22 22_29_27,A (Summer),train,trainA/2014-08-22 22_29_27.jpg
2014-08-23 18_29_08,A (Summer),train,trainA/2014-08-23 18_29_08.jpg
2014-08-24 04_34_25,A (Summer),train,trainA/2014-08-24 04_34_25.jpg
2014-08-24 05_30_07,A (Summer),train,trainA/2014-08-24 05_30_07.jpg
2014-08-24 13_29_44,A (Summer),train,trainA/2014-08-24 13_29_44.jpg
2014-08-24 14_42_57,A (Summer),train,trainA/2014-08-24 14_42_57.jpg
2014-08-24 15_57_50,B (Winter),test,testB/2014-08-24 15_57_50.jpg
2014-08-26 03_23_49,A (Summer),train,trainA/2014-08-26 03_23_49.jpg
2014-08-26 05_33_17,A (Summer),train,trainA/2014-08-26 05_33_17.jpg
2014-08-26 20_11_34,A (Summer),train,trainA/2014-08-26 20_11_34.jpg
2014-08-27 02_26_08,A (Summer),train,trainA/2014-08-27 02_26_08.jpg
2014-08-27 08_07_37,A (Summer),train,trainA/2014-08-27 08_07_37.jpg
2014-08-27 09_35_03,A (Summer),train,trainA/2014-08-27 09_35_03.jpg
2014-08-27 19_51_26,B (Winter),train,trainB/2014-08-27 19_51_26.jpg
2014-08-27 22_33_53,A (Summer),train,trainA/2014-08-27 22_33_53.jpg
2014-08-29 12_48_44,A (Summer),train,trainA/2014-08-29 12_48_44.jpg
2014-08-29 15_05_27,B (Winter),train,trainB/2014-08-29 15_05_27.jpg
2014-08-29 17_53_25,A (Summer),train,trainA/2014-08-29 17_53_25.jpg
2014-08-29 19_35_20,B (Winter),test,testB/2014-08-29 19_35_20.jpg
2014-08-29 20_31_09,A (Summer),train,trainA/2014-08-29 20_31_09.jpg
2014-08-30 04_00_23,A (Summer),train,trainA/2014-08-30 04_00_23.jpg
2014-08-30 12_57_34,A (Summer),train,trainA/2014-08-30 12_57_34.jpg
2014-08-30 17_14_40,B (Winter),test,testB/2014-08-30 17_14_40.jpg
2014-08-30 19_29_11,B (Winter),test,testB/2014-08-30 19_29_11.jpg
2014-08-31 08_08_43,A (Summer),train,trainA/2014-08-31 08_08_43.jpg
2014-09-01 09_56_57,A (Summer),train,trainA/2014-09-01 09_56_57.jpg
2014-09-02 22_53_12,A (Summer),train,trainA/2014-09-02 22_53_12.jpg
2014-09-03 01_26_47,A (Summer),train,trainA/2014-09-03 01_26_47.jpg
2014-09-04 07_32_17,A (Summer),train,trainA/2014-09-04 07_32_17.jpg
2014-09-04 19_41_35,A (Summer),train,trainA/2014-09-04 19_41_35.jpg
2014-09-05 12_55_32,A (Summer),train,trainA/2014-09-05 12_55_32.jpg
2014-09-05 21_47_44,A (Summer),train,trainA/2014-09-05 21_47_44.jpg
2014-09-07 15_41_16,A (Summer),train,trainA/2014-09-07 15_41_16.jpg
2014-09-07 18_07_50,B (Winter),test,testB/2014-09-07 18_07_50.jpg
2014-09-07 20_28_25,A (Summer),train,trainA/2014-09-07 20_28_25.jpg
2014-09-07 23_47_34,B (Winter),train,trainB/2014-09-07 23_47_34.jpg
